,country,published_date,info
0,JAPAN, - published 01.05.2020,"1. Passengers and airline crew who have transited through or have been in Albania, Andorra, Antigua and Barbuda, Armenia, Australia, Austria, Bahrain, Barbados, Belarus, Belgium, Bolivia, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Bulgaria, Canada, Chile, China (People's Rep.), Chinese Taipei, Congo (Dem. Rep.), Cote d'Ivoire, Croatia, Cyprus, Czechia, Denmark, Djibouti, Dominica, Dominican Rep., Ecuador, Egypt, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Indonesia, Iran, Ireland (Rep.), Israel, Italy, Korea (Rep.), Kosovo (Rep.), Kuwait, Latvia, Liechtenstein, Lithuania, Luxembourg, Macao (SAR China), Malaysia, Malta, Mauritius, Moldova (Rep.), Monaco, Montenegro, Morocco, Netherlands, New Zealand, North Macedonia (Rep.), Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Qatar, Romania, Russian Fed., San Marino, Saudi Arabia, Serbia, Singapore, Slovakia, Slovenia, Spain, St. Kitts and Nevis, Sweden, Switzerland, Thailand, Turkey, USA, Ukraine, United Arab Emirates, United Kingdom, Vatican City (Holy See) or Viet Nam in the past 14 days are not allowed to enter.
- This does not apply to nationals of Japan.
- This does not apply to spouses or children of nationals of Japan if they can prove it.
- This does not apply to passengers with a Special Permanent Residence Permit. However, they must have a Re-entry Permit from a regional immigration officer.
- This does not apply to US military personnel.
- This does not apply to airline crew if they comply with the following requirements:
(a) each crewmember must submit a quarantine questionnaire;
(b) each crewmember must submit and a ""Plan of Stay in Japan"" declaration;
(c) crews should adhere to the instructions provided in the quarantine document ""Notice: For Crews boarding vehicles from areas subject to strengthened quarantine"";
(d) airlines should arrange chartered vehicles (as opposed to public transportation) to transport crews between the airport and their hotel; and 
(e) airlines should ensure that crews comply with items (a) through (d) above during their stay in Japan.
2. Passengers and airline crew who have been in Albania, Andorra, Antigua and Barbuda, Armenia, Australia, Austria, Bahrain, Barbados, Belarus, Belgium, Bolivia, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Bulgaria, Canada, Chile, China (People's Rep.), Chinese Taipei, Congo (Dem. Rep.), Cote d'Ivoire, Croatia, Cyprus, Czechia, Denmark, Djibouti, Dominica, Dominican Rep., Ecuador, Egypt, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Indonesia, Iran, Ireland (Rep.), Israel, Italy, Korea (Rep.), Kosovo (Rep.), Kuwait, Latvia, Liechtenstein, Lithuania, Luxembourg, Macao (SAR China), Malaysia, Malta, Mauritius, Moldova (Rep.), Monaco, Montenegro, Morocco, Netherlands, New Zealand, North Macedonia (Rep.), Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Qatar, Romania, Russian Fed., San Marino, Saudi Arabia, Serbia, Singapore, Slovakia, Slovenia, Spain, St. Kitts and Nevis, Sweden, Switzerland, Thailand, Turkey, USA, Ukraine, United Arab Emirates, United Kingdom, Vatican City (Holy See) or Viet Nam in the past 14 days must submit a quarantine questionnaire upon arrival.
3. Visa exemption for passengers with passengers with a British passport, Hong Kong (SAR China) passport, Macao (SAR China) passport is suspended.
4. Visa exemption for nationals of Andorra, Argentina, Austria, Bahamas, Barbados, Belgium, Brunei Darussalam, Bulgaria, Costa Rica, Croatia, Czechia, Cyprus, Denmark, Dominican Rep., El Salvador, Estonia, Finland, France, Germany, Greece, Guatemala, Honduras, Hungary, Iceland, Indonesia, Iran, Ireland (Rep.), Israel, Italy, Korea (Rep.), Latvia, Lesotho, Liechtenstein, Lithuania, Luxembourg, Malaysia, Malta, Mexico, Monaco, Netherlands, Norway, Peru, Poland, Portugal, Romania, San Marino, Singapore, Slovakia, Slovenia, Spain, Suriname, Sweden, Switzerland, Thailand, Tunisia, United Arab Emirates, Uruguay and Vatican City (Holy See) is suspended.
5. Visa exemption for nationals of Azerbaijan, Bangladesh, Cambodia, Colombia, Georgia, India, Kazakhstan, Lao People's Dem. Rep., Mongolia, Myanmar, Nauru, Oman, Pakistan, Palau, Papua New Guinea, Paraguay, Qatar, Samoa, Solomon Isl., Turkmenistan, Ukraine, Uzbekistan and Viet Nam with a diplomatic, official or service passport is suspended.
6. Passengers and airline crew who are eligible to enter Japan and have been in Albania, Armenia, Australia, Bahrain, Bolivia, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Bulgaria, Canada, Chile, China (People's Rep.), Chinese Taipei, Congo (Dem. Rep.), Cote d'Ivoire, Croatia, Cyprus, Czechia, Dominica, Ecuador, Egypt, Finland, Greece, Hong Kong (SAR China), Hungary, Israel, Indonesia, Korea (Rep.), Kosovo (Rep.), Latvia, Lithuania, Macao (SAR China), Malaysia, Mauritius, Moldova (Rep.), Morocco, Montenegro, New Zealand, North Macedonia, Panama, Philippines, Poland, Romania, Serbia, Singapore, Slovakia, Thailand, Turkey, USA, United Kingdom or Viet Nam in the past 14 days are required to undergo a PCR test upon arrival.
- This does not apply to airline crew if they comply with the following requirements:
(a) each crewmember must submit a quarantine questionnaire;
(b) each crewmember must submit and a ""Plan of Stay in Japan"" declaration;
(c) crews should adhere to the instructions provided in the quarantine document ""Notice: For Crews boarding vehicles from areas subject to strengthened quarantine"";
(d) airlines should arrange chartered vehicles (as opposed to public transportation) to transport crews between the airport and their hotel; and 
(e) airlines should ensure that crews comply with items (a) through (d) above during their stay in Japan.
7. Visa exemption granted to passengers with an APEC Business Travel Card issued by Brunei Darussalam, China (People's Rep.), Hong Kong (SAR China), Indonesia, Korea (Rep.), Malaysia, Mexico, Papua New Guinea, Peru, Philippines, Russian Fed., Singapore, Thailand or Viet Nam, is suspended.
8. Nationals of China (People's Rep.) with a passport issued in Hubei Province or Zhejiang Province (China People's Rep.) are not allowed to enter Japan. 
- This does not apply when passengers can prove that they have not been in Hubei Province and Zhejiang Province the last 14 days. 
9. Passengers who were in the cruise ship 'Westerdam' are not allowed to enter Japan. - This does not apply to nationals of Japan. 
10. Visas issued on or before 8 March 2020 by the Embassies, Consulates-General and Consulate of Japan in China (People's Rep.), Hong Kong (SAR China), Korea (Rep.) or Macao (SAR China) are invalidated. 
11. Visas issued on or before 20 March 2020 by the Embassies, Consulates-General and Consulate of Japan in Andorra, Austria, Belgium, Bulgaria, Croatia, Czechia, Cyprus, Denmark, Egypt, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Iran, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Norway, Poland, Portugal, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland, United Kingdom or Vatican City (Holy See) are invalidated. 
12. Visas issued on or before 27 March 2020 by the Embassies, Consulates-General and Consulate of Japan in Bahrain, Brunei Darussalam, Congo (Dem. Rep.), Indonesia, Israel, Malaysia, Philippines, Qatar, Singapore, Thailand or Viet Nam are invalidated.   
13. Visas issued on or before 2 April 2020 by the Embassies, Consulates-General and Consulate of Japan in Afghanistan, Algeria, Angola, Antigua and Barbuda, Argentina, Azerbaijan, Bahamas, Bangladesh, Barbados, Belarus, Belize, Benin, Bhutan, Botswana, Burkina Faso, Burundi, Cambodia, Cameroon, Cape Verde, Central African Rep., Chad, Colombia, Comoros, Congo, Cook Isl., Costa Rica, Cuba, Djibouti, Dominican Rep., El Salvador, Equatorial Guinea, Eritrea, Eswatini (Swaziland), Ethiopia, Fiji, Gabon, Gambia, Georgia, Ghana, Grenada, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, India, Iraq, Jamaica, Jordan, Kazakhstan, Kenya, Kiribati, Kyrgyzstan, Kuwait, Lao People's Dem. Rep., Lebanon, Lesotho, Liberia, Libya, Madagascar, Malawi, Maldives, Mali, Marshall Isl., Mauritania, Mexico, Micronesia (Federated States), Mongolia, Mozambique, Myanmar, Namibia, Nauru, Nepal, Nicaragua, Niger, Nigeria, Niue, Oman, Pakistan, Palau, Palestinian Territory, Papua New Guinea, Paraguay, Peru, Russian Fed., Rwanda, Samoa, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles , Sierra Leone, Solomon Isl., Somalia, South Africa, South Sudan, Sri Lanka, St. Kitts and Nevis, St. Lucia, St. Vincent and Grenadines, Sudan, Suriname, Syria, Tajikistan, Tanzania, Timor-Leste, Togo, Tonga, Trinidad and Tobago, Tunisia, Turkmenistan, Tuvalu, Uganda, Ukraine, United Arab Emirates, Uruguay, Uzbekistan, Vanuatu, Venezuela, Yemen, Zambia or Zimbabwe are invalidated.
"
0,JORDAN, -- published 07.04.2020 ,"Flights to Jordan are suspended.
- This does not apply to:
 - emergency, humanitarian, medevac, repatriation, United Nations and state/diplomatic flights.
 - technical stops if crew and passengers do not disembark.
"
0,KAZAKHSTAN, -- published 06.05.2020 ,"Airports are closed for international flights.
- This does not apply to state, ferry, sanitary flights and technical landings for refuel.
"
0,KENYA, -- published 07.04.2020 ,"1. International flights to Kenya are suspended.
- This does not apply to:
a. Aircraft in state of emergency.
b. Technical stops where passengers do not disembark.
c. Operations related to humanitarian aid, medevac, repatriation and diplomatic flights approved by appropriate authorities.
2. Airline crew must self-isolate within designated airport hotels at the Nairobi Jomo Kenyatta International Airport for the duration of their rest period.
3. Approved flights must provide a completed passengers declaration forms and manifests to Port Health, Immigration and customs.
"
0,KIRIBATI, -- published 23.03.2020 ,"Tarawa (TRW) is closed.
"
0,KOREA (REP.), - published 16.04.2020 ,"1. Short-term visas (type C-1 and C-3) issued on or before 5 April are invalidated.
2. Visa exemptions for 90 nationalities with normal passport are temporarily suspended.
- This does not apply to airline crew.
- This does not apply to passengers with an APEC Business Travel Card. 
3. Korean visas issued by the Wuhan Consulate in the Hubei Province are invalidated.
4. Visitors who have been in the Hubei Province (China People's Rep.) in the past 14 days are not allowed to transit or enter Korea (Rep.). 
5. Nationals of China (People's Rep.) with a passport issued in the Hubei Province are not allowed to transit or enter Korea (Rep.).
6. Passengers arriving from China (People's Rep) must have a visa issued by Korea (Rep.) to transit through Korea (Rep.). 
- This not apply to nationals of Albania, Andorra, Barbados, Dominica, Guyana, Ireland (Rep.), Korea (Rep.), Malta, Mexico, Monaco, Nicaragua, Palau, San Marino, Slovenia, St. Kitts and Nevis, St. Vincent and the Grenadines, USA, Vatican City (Holy See) and Venezuela. 
- This not apply to passengers with a British passport.
- This does not apply to passengers with a diplomatic, consular, official, service or special passport. 
7. Passengers are subject to mandatory self-quarantine for 14 days. 
8. Nationals and residents of Korea (Rep.) are required to install 'Self-quarantine safety protection mobile app'. 
9. Passengers and airline crew must install 'Self-diagnosis Mobile App' in their personal device and a completed Health Declaration Form and a Special Quarantine Declaration Form must be presented to the quarantine desk upon arrival.
10. All flights must arrive at Incheon International Airport (ICN) between 5:00 and 20:00.
"
0,KOREA (DEM. PEOPLE'S REP.), -- published 06.02.2020 ,"1. Passengers traveling as tourists are not allowed to enter. 
2. Passengers traveling on business or duty must spend 14 days in quarantine upon arrival.
"
0,KOSOVO (REP.), - published 25.03.2020,"1. Passengers are not allowed to enter Kosovo (Rep.).
- This does not apply to nationals of Kosovo (Rep.), 
- This does not apply to diplomats accredited to Kosovo (Rep.). 
- This does not apply to representatives of the NATO-Kosovo Force (KFOR) and the European Union Rule of Law Mission in Kosovo (EULEX). 
2. Passengers allowed to enter Kosovo (Rep.) are subject to mandatory quarantine for 14 days.
"
0,KUWAIT, - published 08.05.2020,"1. Passengers are not allowed to enter Kuwait.
- This does not apply to nationals of Kuwait and their first degree relatives. They must have a OK TO TRAVEL authorization obtained from the state of Kuwait embassy.
- This does not apply to domestic workers if accompanied by a national of Kuwait. They must have a OK TO TRAVEL authorization obtained from the state of Kuwait embassy.
- This does not apply to diplomatic passport holders, UN passport holders, members of UNESCO with prior approval from the government authorities.
2. Passengers must install 'Shlonik' in their personal device before departure. Airlines must inform Kuwait DGCA of passengers who are not able to install it. Such passengers must present their boarding pass upon arrival.
"
0,KYRGYZSTAN, -- published 20.03.2020 ,"Flights to Kyrgyzstan are suspended.
"
0,LAO PEOPLE'S DEM. REP., -- published 17.04.2020,"Flights to Lao People's Dem. Rep. are suspended.
"
0,LATVIA, -- published 17.03.2020,"Passengers are not allowed to transit or enter Latvia.
- This does not apply to nationals and permanent residents of Latvia. 
"
0,LEBANON, - published 12.04.2020 ,"Flights to Lebanon are suspended.
- This does not apply to:
- diplomatic delegations working in Lebanon;
- international organizations personnel;
- military;
- search and rescue, state aircraft and emergency medical flights; 
- UNIFIL forces and personnel working for companies associated with drilling operations in Block No. 4.
"
0,LESOTHO, --- published 29.04.2020,"Passengers will be tested for Coronavirus (COVID-19) and placed in quarantine for 14 days.
"
0,LIBERIA, -- published 24.04.2020,"Flights to Liberia are suspended.
- This does not apply to aircraft in state of emergency, technical landing.
- This does not apply to humanitarian, medevac, Red Cross, repatriation, charter and special flights.
"
0,L,"<span><b>ITHUANIA</b> - published 07.05.2020<br/>1. Passengers are not allowed to enter Lithuania.<br/>-This does not apply to:<br/>- nationals and residents of Lithuania;<br/>- nationals of Poland with purpose of work, business or studies;<br/></span>",
0,ITHUANIA, - published 07.05.2020,"1. Passengers are not allowed to enter Lithuania.
-This does not apply to:
- nationals and residents of Lithuania;
- nationals of Poland with purpose of work, business or studies;
"
0,LUXEMBOURG, - published 21.03.2020,"Passengers are not allowed to enter Luxembourg.
- This does not apply to nationals of Luxembourg and their family members in order to return home.
- This does not apply to nationals of the European Union, Schengen Member States and the Schengen Associated States, passengers from the United Kingdom, and their family members in order to return home. 
- This does not apply to passengers who have a long-term resident status in accordance with the European Directive 2003/109/EC relating to long-term residents, as well as any other person who have a right of residence in accordance with European directives as well as national law in Grand Duchy of Luxembourg or one of the neighboring countries.
- This does not apply to healthcare professionals, health researchers and healthcare professionals to the elderly.
- This does not apply to cross-border workers.
- This does not apply to members of the diplomatic corps, personnel of international organizations, the military, personnel of the development cooperation and humanitarian aid, during the exercise of their respective functions.
- This does not apply to passenger travelling by land to their country of origin. They must have a proof of onward journey.
- This does not apply to passengers traveling for urgent and duly justified family reasons.
- This does not apply to passengers who want to apply for international protection or subsidiary protection in the Grand Duchy of Luxembourg or for other humanitarian reasons.
"
0,"MACAO SAR, CHINA", - published 29.04.2020 ,"1. Passengers are not allowed to enter Macao SAR, China.
- This does not apply to residents of Macao SAR, China.
- This does not apply to residents of the Mainland of China if they have not visited a foreign country 14 days prior to arrival.
- This does not apply to residents of Chinese Taipei or Hong Kong SAR, China if they have not visited a foreign country 14 days prior to arrival.
2. Passengers who reside or have been in the Hubei Province, China in the past 14 days are not allowed to enter Macao SAR, China unless they prove with a valid certificate that they are not infected with the Coronavirus (COVID-19).
3. All passengers must obtain a Coronavirus (COVID-19) nucleic acid test report issued by a local medical institution within 7 days confirming that they have been tested negative for Coronavirus (COVID-19) before they can board their flight.
4. Macao SAR, China registered non-resident workers (holders of the Non-resident Worker's Identification Card) are banned from entering Macao SAR, China except holders of non-resident worker's identification card who have resident status in the Mainland of China, Hong Kong SAR, China and Chinese Taipei. They will have to undergo medical observation at the designated place for 14 days if they have been to Chinese Taipei or Hong Kong SAR, China in the past 14 days.
5. Residents of Macao SAR, China must:
- undergo medical observation at the designated place for 14 days if they have been to foreign country, Hong Kong SAR, China and Chinese Taipei in the past 14 days;
- go through a six-to-eight hour medical examination if they have made multiple unusual entries into the Mainland of China on one day;
- present a medical certificate of no infection with Coronavirus (COVID-19) upon entry into Macao SAR, China if they have been to Hubei Province, China in the past 14 days.
6. Residents from Chinese Taipei or Hong Kong SAR, China who have not visited a foreign country 14 days prior to arrival will need to go to designated places for a 14-day medical observation.
7. Residents from the Mainland of China who have not visited a foreign country, Hong Kong SAR , China or Chinese Taipei 14 days prior to arrival will need to go through a six to eight hour medical examination if they come from Guangdong, Henan, Hunan, Anhui, Jiangsu, Shandong, Sichuan, Heilongjiang, Zhejiang, Chongqing, Beijing or Shanghai. If they have visited Hong Kong SAR, China or Chinese Taipei 14 days prior to arrival, they will need to go to designated places for a 14-day medical observation.
"
0,MADAGASCAR, -- published 20.04.2020,"All flights to Madagascar are suspended.
"
0,MALAWI, -- published 28.04.2020,"1. Passengers are not allowed to enter Malawi.
- This does not apply to nationals of Malawi.
- This does not apply to passengers who reside in Malawi. 
2. Nationals and residents of Malawi are required to self-isolate. They will be monitored by health personnel.
"
0,MALAYSIA, - published 28.04.2020 ,"1. Passengers are not allowed to enter Malaysia.
- This does not apply to nationals of Malaysia.
- This does not apply to permanent residents of Malaysia with a MyPR card. 
- This does not apply to spouses or children of nationals of Malaysia. They must have a sticker label visa in the passport specifically indicating they are either spouses or children. 
- This does not apply to passengers with a diplomatic passport.
- This does not apply to passengers with official passport on a diplomatic mission.
- This does not apply to passengers who are embassy employees with a proof of employment and their dependents.
2. Passengers who are allowed to enter will be quarantined for 14 days at the designated quarantine stations.
For nationals of Malaysia, the government will bear the cost of MYR 150 per day.
For all other passengers, they are required to bear all the costs. 
3. Transfer from an international flight to a domestic flight is not allowed.
4. Airline crew are subject to health screening upon arrival.
"
0,MALDIVES, - published 15.04.2020,"1. Velana Airport (MLE) is closed from 16:00 to 01:00.
2. All visas on arrival are suspended.
- This does not apply to passengers with a special permission granted by the Maldives government. 
3. Passengers traveling as tourists and airline crew who have been in Bangladesh, China (People's Rep.), Iran, Italy, Malaysia, Spain, Sri Lanka, United Kingdom or in North Gyeongsang and South Gyeongsang Provinces in Korea (Rep.), Ile-de-France and Grand Est (regions of France) and Bavaria, North Rhine Westphalia and Baden-Wuerttemberg (regions of Germany) in the past 14 days are not allowed to enter the Maldives. 
- This does not apply to nationals of Maldives and their spouses. 
4. Nationals and residents of Maldives will be subject to 14-day quarantine upon arrival. Carriers intending to carry nationals of Maldives on inbound flights shall seek prior approval from relevant authorities.
5. All passengers traveling to the Maldives for a purpose other than tourism will be quarantined for 14 days at a place designated by the Government.
6. A completed ""Health Declaration Card"" and an ""Immigration Arrival Card"" must be presented upon arrival.
7. Airline crew are subject to thermal scanning at the airport.
"
0,MALI, -- published 04.05.2020,"Flights to Mali are suspended.
- This does not apply to humanitarian flights. 
"
0,MALTA, -- published 14.04.2020,"Flights to Malta are suspended.
- This does not apply to ferry flights, humanitarian flights and repatriation flights.
"
0,MARSHALL ISL., -- published 03.04.2020 ,"Passengers are not allowed to enter Marshall Isl.
"
0,MAURITANIA, -- published 26.03.2020,"All airports in Mauritania are closed.
"
0,MAURITIUS, -- published 07.05.2020 ,"1. Passengers are not allowed to transit or enter Mauritius.
- This does not apply to nationals or residents of Mauritius, their spouses and children. They will be placed in quarantine.
2. Airline crew must stay in their hotel rooms.
"
0,MAYOTTE, --- published 06.05.2020 ,"1. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting Mayotte. The certificate must be obtained before departure via the French consular offices abroad or online at 
.
2. Passengers must go through a medical examination upon arrival and are subject to quarantine for a period of 14 days.
- This does not apply to healthcare professionals related to Coronavirus (COVID-19).
"
0,MICRONESIA (FEDERATED STATES), - published 31.03.2020 ,"1. Passengers traveling to the state of Chuuk must self-quarantine for 14 days in a Coronavirus (COVID-19) free country before departure.
2. Passengers and airline crew must go through medical screening upon arrival. 
3. Passengers are not allowed to enter the state of Pohnpei.
- This does not apply to residents of Pohnpei.
- This does not apply to medical and technical personnel.
4. Passengers traveling to the state of Pohnpei must have a medical certificate and must be quarantined for 14 days.
5. Passengers traveling to the state of Chuuk will be quarantined for 14 days.
"
0,MOLDOVA, -- published 16.03.2020 ,"Passengers are not allowed to enter Moldova (Rep.). 
- This does not apply to nationals and residents of Moldova (Rep.).
"
0,MONGOLIA, - published 06.05.2020 ,"1. Passengers are not allowed to enter Mongolia.
- This does not apply to nationals of Mongolia. 
- This does not apply to residents of Mongolia who are direct family members of a national of Mongolia.
- This does not apply to accredited staff and their direct family members of diplomatic missions and offices of international organizations in Mongolia. 
- This does not apply to international freight transport drivers and railway train personnel of Mongolia, Russian Fed. and China (People's Rep.). 
2. Nationals of Mongolia will be placed in quarantine for 21 days at designated facilities upon arrival. After the quarantine period ends, they shall be under self-isolation at home for 14 days. 
3. Residents of Mongolia who are direct family members of a national of Mongolia will be placed in quarantine for 21 days at designated facilities upon arrival. After the quarantine period ends, they shall be under self-isolation at home for 14 days. 
4. Accredited staff and their direct family members of diplomatic missions and offices of international organizations in Mongolia will be quarantined for 21 days at designated facilities upon arrival. After the quarantine period ends, they shall be under self-isolation at home for 14 days. 
"
0,MONTENEGRO, -- published 15.03.2020 ,"1. Passengers are not allowed to enter Montenegro. 
- This does not apply to nationals of Montenegro. 
- This does not apply to passengers who reside in Montenegro. 
2. Nationals and residents of Montenegro will be required to self-isolate for 14 days.
"
0,MONTSERRAT, -- published 27.03.2020,"Passengers are not allowed to enter Montserrat.
- This does not apply to passengers from Montserrat.
- This does not apply to passengers who have a permit of permanent residence.
- This does not apply to husband, wife, child or other dependents of a person who is from or resides in Montserrat.
"
0,MOROCCO, -- published 30.03.2020 ,"Flights to Morocco are suspended.
"
0,MOZAMBIQUE, --- published 28.04.2020 ,"Passengers must be registered upon arrival and self-quarantined for 14 days.
"
0,MYANMAR, -- published 12.04.2020 ,"1. Visa issuance is suspended.
2. Flights to Myanmar are suspended.
- This does not apply to relief flights.
- This does not apply to medical evacuation flights.
- This does not apply to special flights approved by the Department of Civil Aviation.
3. Airline crew are subject to quarantine.
"
0,NAMIBIA, -- published 21.04.2020 ,"Namibia's borders are closed.
"
0,NAURU, - published 07.03.2020 ,"1. Passengers and airline crew who have transited through or have been in China (People's Rep.), Hong Kong (SAR China), Iran, Italy, Korea (Rep.) or Macao (SAR China) in the past 21 days are not allowed to enter Nauru. 
2. Passengers and airline crew must complete a Health Declaration Card and submit it to the Health Personnel when arriving in Nauru. They will undergo health screening before entering Nauru.
"
0,NEPAL, -- published 06.05.2020,"1. International flights to Nepal are suspended.
- This does not apply to evacuation, rescue and emergency flights with a special permission from Civil Aviation Authority of Nepal.
2. Airline crew are subject to thermal screening.
"
0,NETHERLANDS, - published 21.04.2020,"1. Passengers are not allowed to enter the Netherlands.
-This does not apply to nationals of EEA Member States and Switzerland. 
-This does not apply to British Nationals.
-This does not apply to passengers with a residence permit issued to long term residents of EEA Member States, Switzerland and the United Kingdom.
-This does not apply to passengers with a long-stay visa, including persons with a temporary residence permit (Machtiging Voor Voorlopig Verblijf - MVV).
-This does not apply to passengers in transit.
-This does not apply to :
- family members of nationals of Switzerland, EEA Member States and of British nationals;
- healthcare personnel;
- frontier workers;
- transport of goods personnel;
- diplomats; 
- personnel of international and humanitarian organizations, 
- military personnel; 
- passengers traveling for emergency family reasons;
- passengers in need of international protection or for other humanitarian reasons.
2. A completed 'Health Declaration Form' for passengers departing from high risk Coronavirus (COVID-19) countries must be presented prior to boarding any aircraft with destination the Netherlands.
"
0,NEW CALEDONIA, -- published 01.04.2020,"Flights to New Caledonia are suspended.
"
0,NEW ZEALAND, - published 10.04.2020,"1. Passengers are not allowed to enter New Zealand.
- This does not apply to nationals of New Zealand (including Cook Isl., Niue, Tokelau).
- This does not apply to the immediate family members of nationals of New Zealand.
- This does not apply to passengers with a permanent resident visa and their immediate family members.
- This does not apply to accredited diplomats residing in New Zealand.
- This does not apply to nationals of Australia ordinarily resident in New Zealand.
2. Passengers are not allowed to transit New Zealand.
- Passengers, subject to Government agreement, are allowed to transit New Zealand.
- This does not apply to nationals and residents of Australia transiting through New Zealand with final destination Australia and their immediate family members.
3. Passengers will be subject to mandatory isolation at a Government facility for 14 days on arrival. 
- This does not apply to passengers transiting through New Zealand.
4. Airline crew must use appropriate personal protective equipment (PPE). They are not subject to mandatory isolation.
"
0,NICARAGUA, -- published 01.05.2020,"Airports in Nicaragua are closed.
- This does not apply to humanitarian flights with a flight authorization requested 72 hours prior to flight. The passenger manifest must be submitted with the request. 
"
0,NIGERIA, -- published 22.04.2020,"Airports in Nigeria are closed.
- This does not apply to emergency and essential flights.
"
0,NIUE, - published 20.03.2020,"Passengers who have been in Australia, Austria, Belgium, Bulgaria, China (People's Rep.), Chinese Taipei, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Ireland (Rep.), Indonesia, Iran, Italy, Japan, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Macao (SAR China), Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Thailand, USA or United Kingdom in the past 14 days are not allowed to enter Niue.
- This does not apply to nationals and resident of Niue.
"
0,NORTHERN MARIANA ISL., --- published 21.04.2020,"1. Passengers arriving at Saipan from a country with identified Coronavirus (COVID-19) outbreak, including Guam, Hawaii and continental USA, are subject to 14 day quarantine at a hotel property.
2. Passengers with the islands of Tinian or Rota as final destination, are subject to 14 day quarantine in Saipan before continuing to their final destination. 
3. Passengers must complete a health form prior to landing in Saipan.
"
0,NORTH MACEDONIA, - published 22.03.2020,"North Macedonia (Rep.) borders are closed.
- This does not apply to nationals and residents of North Macedonia (Rep.).
- This does not apply to accredited diplomats.
- This does not apply to passengers with a special permit issued by the Ministry of Interior of North Macedonia (Rep.).
"
0,NORWAY, - published 14.04.2020,"1. Passengers are not allowed to enter Norway. 
- This does not apply to nationals and residents of Norway. 
- This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland and passengers with a British passport if they are residing or working in Norway. If they cannot prove their residency in Norway, they must be able to prove their nationality in one of the countries listed above.
- This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland and passengers with a British passport if they are transiting via Norway to return to their country of residence.
- This does not apply to passengers with a visa issued by Norway after 15 March 2020.
- This does not apply to visa exempt nationals who have been granted a residence permit, but have not yet received the residence card (a letter from UDI with the approval of the residence permit will document that the permit has been granted). This also goes for family members of EEA citizens who have been granted a residence card, but the card has not been issued yet. 
- This does not apply to passengers with a D-visa in their passport.
- This does not apply to spouses/cohabitants and children of holders of Norwegian diplomatic passport. 
- This does not apply to passengers in transit. 
- This does not apply to passengers who have a particular responsibility to care for residents of Norway or who have strong welfare reasons. 
- This does not apply to the following passengers:
passengers with a diplomatic or service passport when they are accredited to Norway;
passengers with an ID card as diplomat or a Schengen residence card issued to diplomatic staff;
transit workers to oil platforms and similar;
NATO staff with travel order;
passengers with a valid flight certificate on duty;
seamen in transit to or from ships;
professional transporters of goods;
media staff on duty;
cruise passengers on cruises that started before 16 March 0800 CET transiting Norway to return home. 
2. The following passengers must undergo a 14-day home quarantine:
- nationals and residents of Norway;
- nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and passengers with a British passport if they are residing or working in Norway;
- passengers who have a particular responsibility to care for residents of Norway or who have strong welfare reasons.
3. Airline crew and passengers must fill out the public health information form and hand it over to the local airport authority upon arrival.
4. Passengers are only allowed to travel to Svalbard after they have stayed in quarantined in other parts of Norway.
"
0,OMAN, -- published 07.05.2020 ,"Passengers are not allowed to enter Oman.
- This does not apply to nationals of Oman.
"
